"Mês/Ano";"Tipo";"Programa Orçamentário";"Função";"Tipo de Favorecido";"UF";"Valor Transferido";
"12/2022";"Legais, Voluntárias e Específicas";"DESENVOLVIMENTO REGIONAL, TERRITORIAL E URBANO";"20 - Agricultura";"Administração Pública Estadual ou do Distrito Federal";"AC";"R$ 448.068,25";
"01/2022";"Legais, Voluntárias e Específicas";"SEGURANCA PUBLICA, COMBATE A CORRUPCAO, AO CRIME ORGANIZADO E AO CRIME VIOLENTO";"06 - Segurança pública";"Fundo Público";"AC";"R$ 281.674,01";
"05/2022";"Legais, Voluntárias e Específicas";"CULTURA: DIMENSAO ESSENCIAL DO DESENVOLVIMENTO";"13 - Cultura";"Entidades Sem Fins Lucrativos";"AC";"R$ 51.131,84";
"04/2022";"Legais, Voluntárias e Específicas";"AGROPECUARIA SUSTENTAVEL";"20 - Agricultura";"Administração Pública Municipal";"AC";"R$ 47.750,00";
"06/2022";"Legais, Voluntárias e Específicas";"GESTAO DE RISCOS E DE DESASTRES";"06 - Segurança pública";"Administração Pública Municipal";"AC";"R$ 200.092,00";
"02/2022";"Legais, Voluntárias e Específicas";"EDUCACAO PROFISSIONAL E TECNOLOGICA";"12 - Educação";"Administração Pública Estadual ou do Distrito Federal";"AC";"R$ 126.000,00";
"07/2022";"Legais, Voluntárias e Específicas";"DESENVOLVIMENTO REGIONAL, TERRITORIAL E URBANO";"15 - Urbanismo";"Administração Pública Estadual ou do Distrito Federal";"AC";"R$ 2.872.892,00";
"07/2022";"Legais, Voluntárias e Específicas";"FORTALECIMENTO DO SISTEMA UNICO DE SAUDE (SUS)";"10 - Saúde";"Fundo Público";"AC";"R$ 501.684,70";
"12/2022";"Legais, Voluntárias e Específicas";"DESENVOLVIMENTO REGIONAL, TERRITORIAL E URBANO";"15 - Urbanismo";"Administração Pública Estadual ou do Distrito Federal";"AC";"R$ 7.234.673,79";
"06/2022";"Legais, Voluntárias e Específicas";"CULTURA";"13 - Cultura";"Administração Pública Estadual ou do Distrito Federal";"AC";"R$ 965.177,85";
"04/2022";"Legais, Voluntárias e Específicas";"DEFESA AGROPECUARIA";"20 - Agricultura";"Administração Pública Estadual ou do Distrito Federal";"AC";"R$ 37.250,00";
"07/2022";"Legais, Voluntárias e Específicas";"DEFESA AGROPECUARIA";"20 - Agricultura";"Administração Pública Estadual ou do Distrito Federal";"AC";"R$ 319.493,36";
"05/2022";"Legais, Voluntárias e Específicas";"AGROPECUARIA SUSTENTAVEL";"20 - Agricultura";"Administração Pública Municipal";"AC";"R$ 955.000,00";
"02/2022";"Legais, Voluntárias e Específicas";"PLANEJAMENTO URBANO";"15 - Urbanismo";"Administração Pública Municipal";"AC";"R$ 229.169,25";
"07/2022";"Legais, Voluntárias e Específicas";"PROTECAO A VIDA, FORTALECIMENTO DA FAMILIA, PROMOCAO E DEFESA DOS DIREITOS HUMANOS PARA TODOS";"14 - Direitos da cidadania";"Administração Pública Estadual ou do Distrito Federal";"AC";"R$ 387.929,56";
"10/2022";"Legais, Voluntárias e Específicas";"DESENVOLVIMENTO REGIONAL, TERRITORIAL E URBANO";"15 - Urbanismo";"Administração Pública Estadual ou do Distrito Federal";"AC";"R$ 1.978.028,32";
"12/2022";"Legais, Voluntárias e Específicas";"JUSTICA, CIDADANIA E SEGURANCA PUBLICA";"14 - Direitos da cidadania";"Administração Pública Municipal";"AC";"R$ 797.113,87";
"02/2022";"Legais, Voluntárias e Específicas";"ATENCAO ESPECIALIZADA A SAUDE";"10 - Saúde";"Entidades Sem Fins Lucrativos";"AC";"R$ 154.792,21";
"03/2022";"Legais, Voluntárias e Específicas";"DEFESA AGROPECUARIA";"20 - Agricultura";"Administração Pública Estadual ou do Distrito Federal";"AC";"R$ 700.000,00";
"04/2022";"Legais, Voluntárias e Específicas";"SANEAMENTO BASICO";"10 - Saúde";"Administração Pública Municipal";"AC";"R$ 41.536,05";
"11/2022";"Legais, Voluntárias e Específicas";"SANEAMENTO BASICO";"10 - Saúde";"Administração Pública Municipal";"AC";"R$ 296.059,82";
"09/2022";"Legais, Voluntárias e Específicas";"PROTECAO A VIDA, FORTALECIMENTO DA FAMILIA, PROMOCAO E DEFESA DOS DIREITOS HUMANOS PARA TODOS";"14 - Direitos da cidadania";"Entidades Sem Fins Lucrativos";"AC";"R$ 172.811,74";
"01/2022";"Legais, Voluntárias e Específicas";"ATENCAO ESPECIALIZADA A SAUDE";"10 - Saúde";"Entidades Sem Fins Lucrativos";"AC";"R$ 154.792,21";
"01/2022";"Legais, Voluntárias e Específicas";"MELHORIA DO AMBIENTE DE NEGOCIOS E DA PRODUTIVIDADE";"22 - Indústria";"Administração Pública Estadual ou do Distrito Federal";"AC";"R$ 30.590,00";
"10/2022";"Legais, Voluntárias e Específicas";"MELHORIA DO AMBIENTE DE NEGOCIOS E DA PRODUTIVIDADE";"22 - Indústria";"Administração Pública Estadual ou do Distrito Federal";"AC";"R$ 30.590,00";
"10/2022";"Legais, Voluntárias e Específicas";"AGROPECUARIA SUSTENTAVEL";"20 - Agricultura";"Administração Pública Estadual ou do Distrito Federal";"AC";"R$ 11.815.002,47";
"08/2022";"Legais, Voluntárias e Específicas";"OPERACOES ESPECIAIS: TRANSFERENCIAS CONSTITUCIONAIS E AS DECORRENTES DE LEGISLACAO ESPECIFICA";"28 - Encargos especiais";"Administração Pública Estadual ou do Distrito Federal";"AC";"R$ 707.714,03";
"04/2022";"Legais, Voluntárias e Específicas";"DESENVOLVIMENTO REGIONAL, TERRITORIAL E URBANO";"20 - Agricultura";"Administração Pública Municipal";"AC";"R$ 500.000,00";
"05/2022";"Legais, Voluntárias e Específicas";"ESPORTE, CIDADANIA E DESENVOLVIMENTO";"27 - Desporto e lazer";"Administração Pública Municipal";"AC";"R$ 76.400,00";
"02/2022";"Legais, Voluntárias e Específicas";"MELHORIA DO AMBIENTE DE NEGOCIOS E DA PRODUTIVIDADE";"22 - Indústria";"Administração Pública Estadual ou do Distrito Federal";"AC";"R$ 30.590,00";
"11/2022";"Legais, Voluntárias e Específicas";"ESTATISTICAS E AVALIACOES EDUCACIONAIS";"12 - Educação";"Administração Pública Estadual ou do Distrito Federal";"AC";"R$ 84.665,29";
"12/2022";"Legais, Voluntárias e Específicas";"ESPORTE, CIDADANIA E DESENVOLVIMENTO";"27 - Desporto e lazer";"Administração Pública Estadual ou do Distrito Federal";"AC";"R$ 907.250,00";
"12/2022";"Legais, Voluntárias e Específicas";"GESTAO DE RISCOS E DE DESASTRES";"06 - Segurança pública";"Administração Pública Municipal";"AC";"-R$ 4.667,25";
"06/2022";"Legais, Voluntárias e Específicas";"DEFESA NACIONAL";"05 - Defesa nacional";"Administração Pública Estadual ou do Distrito Federal";"AC";"R$ 211.200,00";
"05/2022";"Legais, Voluntárias e Específicas";"RECURSOS HIDRICOS";"18 - Gestão ambiental";"Administração Pública Estadual ou do Distrito Federal";"AC";"R$ 33.000,00";
"08/2022";"Legais, Voluntárias e Específicas";"DEFESA AGROPECUARIA";"20 - Agricultura";"Administração Pública Estadual ou do Distrito Federal";"AC";"R$ 510.663,70";
"06/2022";"Legais, Voluntárias e Específicas";"JUSTICA, CIDADANIA E SEGURANCA PUBLICA";"06 - Segurança pública";"Administração Pública Estadual ou do Distrito Federal";"AC";"R$ 7.177.963,50";
"10/2022";"Legais, Voluntárias e Específicas";"JUSTICA, CIDADANIA E SEGURANCA PUBLICA";"06 - Segurança pública";"Administração Pública Estadual ou do Distrito Federal";"AC";"R$ 3.245.091,88";
"03/2022";"Legais, Voluntárias e Específicas";"MELHORIA DO AMBIENTE DE NEGOCIOS E DA PRODUTIVIDADE";"22 - Indústria";"Administração Pública Estadual ou do Distrito Federal";"AC";"R$ 30.590,00";
"12/2022";"Legais, Voluntárias e Específicas";"COOPERACAO COM O DESENVOLVIMENTO NACIONAL";"05 - Defesa nacional";"Administração Pública Municipal";"AC";"R$ 576.000,00";
"05/2022";"Legais, Voluntárias e Específicas";"DESENVOLVIMENTO REGIONAL, TERRITORIAL E URBANO";"15 - Urbanismo";"Administração Pública Municipal";"AC";"R$ 574.042,00";
"12/2022";"Legais, Voluntárias e Específicas";"PLANEJAMENTO URBANO";"15 - Urbanismo";"Administração Pública Estadual ou do Distrito Federal";"AC";"R$ 2.892.288,00";
"07/2022";"Legais, Voluntárias e Específicas";"SANEAMENTO BASICO";"10 - Saúde";"Entidades Sem Fins Lucrativos";"AC";"R$ 571.258,27";
"05/2022";"Legais, Voluntárias e Específicas";"MELHORIA DO AMBIENTE DE NEGOCIOS E DA PRODUTIVIDADE";"22 - Indústria";"Administração Pública Estadual ou do Distrito Federal";"AC";"R$ 30.590,00";
"08/2022";"Legais, Voluntárias e Específicas";"RECURSOS HIDRICOS";"18 - Gestão ambiental";"Administração Pública Estadual ou do Distrito Federal";"AC";"R$ 938.160,00";
"03/2022";"Legais, Voluntárias e Específicas";"DEFESA NACIONAL";"05 - Defesa nacional";"Administração Pública Municipal";"AC";"R$ 1.842.200,00";
"04/2022";"Legais, Voluntárias e Específicas";"MORADIA DIGNA";"16 - Habitação";"Administração Pública Municipal";"AC";"R$ 16.075,06";
"07/2022";"Legais, Voluntárias e Específicas";"ESPORTE, CIDADANIA E DESENVOLVIMENTO";"27 - Desporto e lazer";"Administração Pública Municipal";"AC";"R$ 238.750,00";
"12/2022";"Legais, Voluntárias e Específicas";"ATENCAO ESPECIALIZADA A SAUDE";"10 - Saúde";"Entidades Sem Fins Lucrativos";"AC";"R$ 154.792,21";
"07/2022";"Legais, Voluntárias e Específicas";"REDE DE SUPORTE SOCIAL AO DEPENDENTE QUIMICO: CUIDADOS,PREVENCAO E REINSERCAO SOCIAL";"08 - Assistência social";"Entidades Sem Fins Lucrativos";"AC";"R$ 242.270,00";
"05/2022";"Legais, Voluntárias e Específicas";"PLANEJAMENTO URBANO";"15 - Urbanismo";"Administração Pública Municipal";"AC";"R$ 464.238,20";
"08/2022";"Legais, Voluntárias e Específicas";"BRASIL NA FRONTEIRA DO CONHECIMENTO";"19 - Ciência e Tecnologia";"Administração Pública Estadual ou do Distrito Federal";"AC";"R$ 384.972,00";
"04/2022";"Legais, Voluntárias e Específicas";"FORTALECIMENTO DO SISTEMA UNICO DE SAUDE (SUS)";"10 - Saúde";"Fundo Público";"AC";"R$ 726.000,00";
"09/2022";"Legais, Voluntárias e Específicas";"ATENCAO ESPECIALIZADA A SAUDE";"10 - Saúde";"Entidades Sem Fins Lucrativos";"AC";"R$ 154.792,21";
"04/2022";"Legais, Voluntárias e Específicas";"ATENCAO ESPECIALIZADA A SAUDE";"10 - Saúde";"Entidades Sem Fins Lucrativos";"AC";"R$ 154.792,21";
"02/2022";"Legais, Voluntárias e Específicas";"FORTALECIMENTO DO SISTEMA UNICO DE SAUDE (SUS)";"10 - Saúde";"Fundo Público";"AC";"R$ 575.871,96";
"06/2022";"Legais, Voluntárias e Específicas";"PLANEJAMENTO URBANO";"15 - Urbanismo";"Administração Pública Estadual ou do Distrito Federal";"AC";"R$ 2.921.198,00";
"04/2022";"Legais, Voluntárias e Específicas";"DESENVOLVIMENTO REGIONAL, TERRITORIAL E URBANO";"15 - Urbanismo";"Administração Pública Municipal";"AC";"R$ 46.544,43";
"04/2022";"Legais, Voluntárias e Específicas";"AGROPECUARIA SUSTENTAVEL";"20 - Agricultura";"Administração Pública Municipal";"AC";"R$ 191.000,00";
"12/2022";"Legais, Voluntárias e Específicas";"SEGURANCA PUBLICA, COMBATE A CORRUPCAO, AO CRIME ORGANIZADO E AO CRIME VIOLENTO";"06 - Segurança pública";"Administração Pública Estadual ou do Distrito Federal";"AC";"R$ 1.367.192,08";
"04/2022";"Legais, Voluntárias e Específicas";"DEFESA NACIONAL";"05 - Defesa nacional";"Administração Pública Estadual ou do Distrito Federal";"AC";"R$ 311.000,00";
"05/2022";"Legais, Voluntárias e Específicas";"ATENCAO ESPECIALIZADA A SAUDE";"10 - Saúde";"Entidades Sem Fins Lucrativos";"AC";"R$ 154.792,21";
"04/2022";"Legais, Voluntárias e Específicas";"DEFESA NACIONAL";"05 - Defesa nacional";"Administração Pública Municipal";"AC";"R$ 976.700,00";
"06/2022";"Legais, Voluntárias e Específicas";"GESTAO DE RISCOS E DE DESASTRES";"18 - Gestão ambiental";"Administração Pública Estadual ou do Distrito Federal";"AC";"R$ 1.000.000,00";
"06/2022";"Legais, Voluntárias e Específicas";"ATENCAO ESPECIALIZADA A SAUDE";"10 - Saúde";"Entidades Sem Fins Lucrativos";"AC";"R$ 154.792,21";
"12/2022";"Legais, Voluntárias e Específicas";"EDUCACAO DE QUALIDADE PARA TODOS";"12 - Educação";"Administração Pública Estadual ou do Distrito Federal";"AC";"R$ 2.651.596,00";
"06/2022";"Legais, Voluntárias e Específicas";"DESENVOLVIMENTO REGIONAL E TERRITORIAL";"20 - Agricultura";"Administração Pública Estadual ou do Distrito Federal";"AC";"R$ 2.292.000,00";
"06/2022";"Legais, Voluntárias e Específicas";"JUSTICA, CIDADANIA E SEGURANCA PUBLICA";"14 - Direitos da cidadania";"Administração Pública Municipal";"AC";"R$ 18.252,00";
"05/2022";"Legais, Voluntárias e Específicas";"DEFESA NACIONAL";"05 - Defesa nacional";"Administração Pública Municipal";"AC";"R$ 2.647.097,00";
"09/2022";"Legais, Voluntárias e Específicas";"PLANEJAMENTO URBANO";"15 - Urbanismo";"Administração Pública Municipal";"AC";"R$ 108.188,44";
"11/2022";"Legais, Voluntárias e Específicas";"JUSTICA, CIDADANIA E SEGURANCA PUBLICA";"06 - Segurança pública";"Administração Pública Estadual ou do Distrito Federal";"AC";"R$ 751.037,40";
"12/2022";"Legais, Voluntárias e Específicas";"JUSTICA, CIDADANIA E SEGURANCA PUBLICA";"14 - Direitos da cidadania";"Administração Pública Estadual ou do Distrito Federal";"AC";"R$ 505.898,41";
"04/2022";"Legais, Voluntárias e Específicas";"MELHORIA DO AMBIENTE DE NEGOCIOS E DA PRODUTIVIDADE";"22 - Indústria";"Administração Pública Estadual ou do Distrito Federal";"AC";"R$ 30.590,00";
"11/2022";"Legais, Voluntárias e Específicas";"MELHORIA DO AMBIENTE DE NEGOCIOS E DA PRODUTIVIDADE";"22 - Indústria";"Administração Pública Estadual ou do Distrito Federal";"AC";"R$ 30.590,00";
"07/2022";"Legais, Voluntárias e Específicas";"DESENVOLVIMENTO REGIONAL, TERRITORIAL E URBANO";"15 - Urbanismo";"Administração Pública Municipal";"AC";"R$ 1.954.619,19";
"03/2022";"Legais, Voluntárias e Específicas";"EDUCACAO DE QUALIDADE PARA TODOS";"12 - Educação";"Entidades Sem Fins Lucrativos";"AC";"R$ 13.000,00";
"07/2022";"Legais, Voluntárias e Específicas";"ATENCAO ESPECIALIZADA A SAUDE";"10 - Saúde";"Entidades Sem Fins Lucrativos";"AC";"R$ 154.792,21";
"05/2022";"Legais, Voluntárias e Específicas";"DESENVOLVIMENTO E PROMOCAO DO TURISMO";"23 - Comércio e serviços";"Administração Pública Municipal";"AC";"R$ 108.480,00";
"10/2022";"Legais, Voluntárias e Específicas";"EDUCACAO INFANTIL";"12 - Educação";"Administração Pública Municipal";"AC";"R$ 822.226,53";
"06/2022";"Legais, Voluntárias e Específicas";"SANEAMENTO BASICO";"10 - Saúde";"Administração Pública Municipal";"AC";"R$ 146.823,62";
"03/2022";"Legais, Voluntárias e Específicas";"DESENVOLVIMENTO E PROMOCAO DO TURISMO";"23 - Comércio e serviços";"Administração Pública Municipal";"AC";"R$ 482.037,07";
"12/2022";"Legais, Voluntárias e Específicas";"ESPORTE, CIDADANIA E DESENVOLVIMENTO";"27 - Desporto e lazer";"Administração Pública Municipal";"AC";"R$ 2.672.902,62";
"06/2022";"Legais, Voluntárias e Específicas";"SEGURANCA PUBLICA, COMBATE A CORRUPCAO, AO CRIME ORGANIZADO E AO CRIME VIOLENTO";"06 - Segurança pública";"Administração Pública Estadual ou do Distrito Federal";"AC";"R$ 3.590.000,00";
"04/2022";"Legais, Voluntárias e Específicas";"EDUCACAO DE QUALIDADE PARA TODOS";"12 - Educação";"Administração Pública Municipal";"AC";"R$ 20.869,03";
"12/2022";"Legais, Voluntárias e Específicas";"DESENVOLVIMENTO REGIONAL, TERRITORIAL E URBANO";"15 - Urbanismo";"Administração Pública Municipal";"AC";"R$ 4.183.172,47";
"05/2022";"Legais, Voluntárias e Específicas";"FORTALECIMENTO DO SISTEMA UNICO DE SAUDE (SUS)";"10 - Saúde";"Fundo Público";"AC";"R$ 87.379,00";
"02/2022";"Legais, Voluntárias e Específicas";"DEFESA NACIONAL";"05 - Defesa nacional";"Administração Pública Municipal";"AC";"R$ 460.000,00";
"03/2022";"Legais, Voluntárias e Específicas";"PROMOCAO DE CIDADANIA POR MEIO DO AUXILIO BRASIL E DA ARTICULACAO DE POLITICAS PUBLICAS";"08 - Assistência social";"Fundo Público";"AC";"R$ 519.563,38";
"12/2022";"Legais, Voluntárias e Específicas";"AGROPECUARIA SUSTENTAVEL";"20 - Agricultura";"Administração Pública Municipal";"AC";"R$ 191.000,00";
"10/2022";"Legais, Voluntárias e Específicas";"OPERACOES ESPECIAIS: OUTROS ENCARGOS ESPECIAIS";"28 - Encargos especiais";"Administração Pública Municipal";"AC";"R$ 3.868.515,60";
"07/2022";"Legais, Voluntárias e Específicas";"DEFESA NACIONAL";"05 - Defesa nacional";"Administração Pública Estadual ou do Distrito Federal";"AC";"R$ 2.392.800,00";
"12/2022";"Legais, Voluntárias e Específicas";"AGROPECUARIA SUSTENTAVEL";"20 - Agricultura";"Administração Pública Municipal";"AC";"R$ 800.290,00";
"04/2022";"Legais, Voluntárias e Específicas";"EDUCACAO DE QUALIDADE PARA TODOS";"12 - Educação";"Entidades Sem Fins Lucrativos";"AC";"R$ 15.000,00";
"04/2022";"Legais, Voluntárias e Específicas";"PLANEJAMENTO URBANO";"15 - Urbanismo";"Administração Pública Municipal";"AC";"R$ 630.937,69";
"06/2022";"Legais, Voluntárias e Específicas";"MELHORIA DO AMBIENTE DE NEGOCIOS E DA PRODUTIVIDADE";"22 - Indústria";"Administração Pública Estadual ou do Distrito Federal";"AC";"R$ 30.115,35";
"09/2022";"Legais, Voluntárias e Específicas";"PLANEJAMENTO URBANO";"15 - Urbanismo";"Administração Pública Estadual ou do Distrito Federal";"AC";"R$ 1.406.683,00";
"07/2022";"Legais, Voluntárias e Específicas";"DEFESA NACIONAL";"05 - Defesa nacional";"Administração Pública Municipal";"AC";"R$ 300.000,00";
"03/2022";"Legais, Voluntárias e Específicas";"DESENVOLVIMENTO REGIONAL E TERRITORIAL";"15 - Urbanismo";"Administração Pública Municipal";"AC";"R$ 2.067.124,42";
"09/2022";"Legais, Voluntárias e Específicas";"OPERACOES ESPECIAIS: TRANSFERENCIAS CONSTITUCIONAIS E AS DECORRENTES DE LEGISLACAO ESPECIFICA";"28 - Encargos especiais";"Administração Pública Estadual ou do Distrito Federal";"AC";"R$ 681.976,99";
"07/2022";"Legais, Voluntárias e Específicas";"CONSERVACAO E USO SUSTENTAVEL DA BIODIVERSIDADE E DOS RECURSOS NATURAIS";"18 - Gestão ambiental";"Administração Pública Municipal";"AC";"R$ 236.650,00";
"12/2022";"Legais, Voluntárias e Específicas";"OPERACOES ESPECIAIS: TRANSFERENCIAS CONSTITUCIONAIS E AS DECORRENTES DE LEGISLACAO ESPECIFICA";"28 - Encargos especiais";"Administração Pública Estadual ou do Distrito Federal";"AC";"R$ 687.421,39";
"02/2022";"Legais, Voluntárias e Específicas";"PROTECAO SOCIAL NO AMBITO DO SISTEMA UNICO DE ASSISTENCIA SOCIAL (SUAS)";"08 - Assistência social";"Fundo Público";"AC";"R$ 500.000,00";
"12/2022";"Legais, Voluntárias e Específicas";"PLANEJAMENTO URBANO";"15 - Urbanismo";"Administração Pública Municipal";"AC";"R$ 5.481.236,73";
"08/2022";"Legais, Voluntárias e Específicas";"MORADIA DIGNA";"16 - Habitação";"Administração Pública Municipal";"AC";"R$ 82.544,94";
"11/2022";"Legais, Voluntárias e Específicas";"OPERACOES ESPECIAIS: TRANSFERENCIAS CONSTITUCIONAIS E AS DECORRENTES DE LEGISLACAO ESPECIFICA";"28 - Encargos especiais";"Administração Pública Estadual ou do Distrito Federal";"AC";"R$ 708.063,78";
"02/2022";"Legais, Voluntárias e Específicas";"OPERACOES ESPECIAIS: TRANSFERENCIAS CONSTITUCIONAIS E AS DECORRENTES DE LEGISLACAO ESPECIFICA";"28 - Encargos especiais";"Administração Pública Estadual ou do Distrito Federal";"AC";"R$ 659.894,14";
"10/2022";"Legais, Voluntárias e Específicas";"DESENVOLVIMENTO REGIONAL E TERRITORIAL";"15 - Urbanismo";"Administração Pública Estadual ou do Distrito Federal";"AC";"R$ 1.146.000,00";
"12/2022";"Legais, Voluntárias e Específicas";"TECNOLOGIAS APLICADAS, INOVACAO E DESENVOLVIMENTO SUSTENTAVEL";"19 - Ciência e Tecnologia";"Entidades Sem Fins Lucrativos";"AC";"R$ 143.150,00";
"04/2022";"Legais, Voluntárias e Específicas";"CULTURA";"13 - Cultura";"Entidades Sem Fins Lucrativos";"AC";"R$ 100.000,00";
"12/2022";"Legais, Voluntárias e Específicas";"SANEAMENTO BASICO";"10 - Saúde";"Administração Pública Municipal";"AC";"R$ 836.115,64";
"08/2022";"Legais, Voluntárias e Específicas";"DESENVOLVIMENTO REGIONAL, TERRITORIAL E URBANO";"15 - Urbanismo";"Administração Pública Municipal";"AC";"R$ 91.209,80";
"03/2022";"Legais, Voluntárias e Específicas";"EDUCACAO BASICA DE QUALIDADE";"12 - Educação";"Administração Pública Estadual ou do Distrito Federal";"AC";"R$ 26.225.655,67";
"12/2022";"Legais, Voluntárias e Específicas";"PROTECAO A VIDA, FORTALECIMENTO DA FAMILIA, PROMOCAO E DEFESA DOS DIREITOS HUMANOS PARA TODOS";"14 - Direitos da cidadania";"Administração Pública Estadual ou do Distrito Federal";"AC";"R$ 1.666.920,13";
"06/2022";"Legais, Voluntárias e Específicas";"EDUCACAO DE QUALIDADE PARA TODOS";"12 - Educação";"Entidades Sem Fins Lucrativos";"AC";"R$ 56.000,00";
"07/2022";"Legais, Voluntárias e Específicas";"AGROPECUARIA SUSTENTAVEL";"20 - Agricultura";"Administração Pública Municipal";"AC";"R$ 601.650,00";
"03/2022";"Legais, Voluntárias e Específicas";"OPERACOES ESPECIAIS: TRANSFERENCIAS CONSTITUCIONAIS E AS DECORRENTES DE LEGISLACAO ESPECIFICA";"28 - Encargos especiais";"Administração Pública Estadual ou do Distrito Federal";"AC";"R$ 792.814,10";
